,NO2(GT),NOx(GT),PT08.S5(O3),PT08.S2(NMHC),PT08.S1(CO),PT08.S4(NO2),T,AH,C6H6(GT),RH,CO(GT),toDrop
4843,163,524,1743,1344,1220,1676,252,8451,217,268,41,0
4844,174,481,1502,1265,1166,1570,261,8283,189,248,34,0
4845,117,305,1153,1084,1050,1402,262,8174,130,244,23,0
4846,145,396,1287,1264,1174,1598,289,8382,188,213,32,0
4847,173,501,1547,1474,1323,1854,280,8681,268,233,48,0
4848,204,702,1842,1706,1432,2098,247,8559,369,279,67,0
4849,209,755,1908,1756,1479,2165,230,9302,393,336,75,0
4850,175,524,1693,1379,1309,1841,209,11159,231,458,45,0
4851,129,247,1336,1037,1089,1480,198,11130,116,486,21,0
4852,111,196,1177,911,1009,1359,198,10885,83,477,15,0
4853,85,135,977,796,930,1263,186,10435,57,491,11,0
4854,86,146,974,805,929,1270,172,10498,59,539,11,0
4855,71,106,872,718,872,1223,163,10470,41,568,9,0
4856,60,70,734,601,790,1157,174,10541,22,534,5,0
4857,-200,-200,668,581,793,1152,155,10309,20,588,4,1
4858,48,62,698,596,789,1161,146,10236,22,621,-200,1
4859,45,60,650,586,769,1134,171,10130,20,525,4,0
4860,53,92,749,713,852,1203,152,9986,40,583,7,0
4861,94,277,1106,1097,1100,1516,149,9985,134,592,2,0
4862,122,600,1609,1504,1326,1968,151,10086,280,590,42,0
4863,170,693,1770,1518,1433,1973,190,10434,286,478,52,0
4864,174,617,1633,1334,1310,1747,224,10400,214,388,38,0
4865,191,569,1583,1272,1304,1673,254,10679,191,333,37,0
4866,179,409,1449,1286,1286,1728,272,10810,196,304,34,0
4867,148,335,1451,1175,1217,1644,255,11152,158,348,31,0
4868,129,290,1147,1099,1104,1483,264,9658,135,285,24,0
4869,148,312,1108,1176,1143,1551,277,9158,159,251,28,0
4870,184,440,1267,1295,1205,1613,286,8917,199,232,36,0
4871,188,450,1303,1340,1276,1677,272,9317,216,263,4,0
4872,204,578,1643,1573,1440,1997,253,10473,310,330,56,0
4873,201,615,1749,1643,1467,2088,232,10346,341,369,63,0
4874,165,536,1585,1373,1339,1797,216,11019,228,433,47,0
4875,133,238,1315,1061,1108,1454,211,11088,123,448,19,0
4876,125,249,1290,1012,1116,1445,197,11148,109,493,19,0
4877,101,150,1059,860,981,1298,203,11281,71,478,12,0
4878,79,108,943,798,947,1276,194,11201,57,503,9,0
4879,-200,-200,913,776,939,1259,183,11056,53,531,-200,1
4880,-200,-200,720,644,862,1173,175,11103,29,561,-200,1
4881,-200,-200,640,577,827,1143,192,11087,19,503,-200,1
4882,-200,-200,779,611,879,1189,166,11170,24,596,-200,1
4883,-200,-200,850,710,911,1226,175,11311,40,571,-200,1
4884,-200,-200,1020,901,1051,1379,176,11471,81,576,-200,1
4885,-200,-200,1605,1425,1496,1946,180,11665,248,570,-200,1
4886,-200,-200,1866,1692,1610,2197,185,11779,363,559,-200,1
4887,-200,-200,1621,1321,1428,1779,186,12146,209,572,-200,1
4888,-200,-200,1712,1356,1459,1795,202,12407,222,530,-200,1
4889,-200,-200,1770,1390,1486,1835,213,12539,235,501,-200,1
4890,-200,-200,1175,1008,1158,1489,246,13053,108,428,17,1
4891,101,223,1157,1021,1200,1510,246,13477,112,441,17,0
4892,113,267,1219,1151,1290,1638,256,14049,151,434,22,0
4893,121,308,1288,1223,1366,1744,261,14172,174,426,28,0
4894,146,422,1503,1388,1505,1978,258,14644,234,448,39,0
4895,188,623,1861,1683,1728,2365,254,15346,359,479,65,0
4896,182,572,1781,1643,1673,2259,246,15241,340,500,63,0
4897,166,514,1745,1553,1636,2130,236,15687,301,544,57,0
4898,142,414,1590,1296,1468,1854,226,16155,200,595,44,0
4899,84,143,1127,997,1180,1549,221,16133,105,613,16,0
4900,87,147,1098,938,1138,1500,221,16053,90,613,15,0
4901,91,159,1176,1004,1192,1577,211,15956,107,647,17,0
4902,91,206,1178,993,1176,1572,203,15591,104,664,19,0
4903,74,140,1091,967,1137,1557,194,15418,97,693,16,0
4904,69,132,1002,851,1035,1465,190,15417,69,708,13,0
4905,-200,-200,876,709,943,1348,202,15442,40,658,8,1
4906,54,81,824,655,904,1326,198,15322,30,672,6,0
4907,60,120,892,726,966,1371,190,15308,43,703,7,0
4908,69,279,1092,972,1124,1568,188,15372,98,718,16,0
4909,91,392,1413,1217,1348,1816,202,15550,172,663,29,0
4910,97,433,1565,1501,1499,2130,208,15630,279,643,41,0
4911,114,531,1594,1311,1427,1900,223,15705,205,593,37,0
4912,129,619,1677,1330,1473,1908,232,15929,212,566,36,0
4913,137,522,1616,1294,1440,1879,238,15870,199,547,34,0
4914,134,505,1610,1326,1474,1943,235,16048,211,562,37,0
4915,132,465,1614,1359,1485,2005,239,15963,223,544,41,0
4916,123,383,-200,-200,-200,-200,-200,-200,-2000,-200,32,1
4917,105,278,1286,1079,1306,1668,254,15170,129,474,24,0
4918,136,372,1487,1251,1464,1853,264,15400,184,454,34,0
4919,169,540,1703,1466,1629,2130,258,15375,265,469,56,0
4920,-200,-200,1773,1536,1629,2205,253,15805,294,496,-200,1
4921,-200,-200,1848,1637,1707,2338,242,16117,337,543,-200,1
4922,-200,-200,1550,1293,1424,1902,228,15951,199,581,-200,1
4923,-200,-200,1350,1100,1297,1710,215,15993,135,632,-200,1
4924,-200,-200,1235,1022,1214,1592,213,15798,112,630,-200,1
4925,-200,-200,1162,944,1160,1523,208,15540,91,641,-200,1
4926,-200,-200,1211,1012,1232,1595,206,15346,109,640,-200,1
4927,-200,-200,1097,914,1134,1512,206,15190,84,634,-200,1
4928,-200,-200,1021,860,1071,1500,204,15220,71,644,-200,1
4929,-200,-200,913,730,968,1388,213,15290,43,610,-200,1
4930,-200,-200,909,711,994,1384,205,15247,40,640,-200,1
4931,-200,-200,983,804,1046,1458,203,15321,58,653,-200,1
4932,-200,-200,1024,827,1066,1479,201,15321,63,659,-200,1
4933,-200,-200,1243,1061,1277,1691,202,15368,123,656,-200,1
4934,-200,-200,1253,1093,1290,1677,211,15481,133,628,-200,1
4935,-200,-200,1240,1066,1268,1665,225,15518,125,575,-200,1
4936,-200,-200,1155,997,1243,1587,242,15426,105,519,-200,1
4937,-200,-200,1193,1053,1300,1650,252,15437,121,489,-200,1
4938,-200,-200,1153,1053,1278,1641,258,15662,121,478,-200,1
4939,-200,-200,1034,1023,1249,1640,257,15988,112,492,-200,1
4940,-200,-200,870,867,1145,1499,258,16213,72,496,-200,1
4941,-200,-200,890,928,1199,1533,257,15913,87,488,-200,1
4942,-200,-200,946,962,1236,1589,265,15626,96,459,-200,1
4943,-200,-200,1033,1037,1289,1648,254,15650,116,489,-200,1
4944,-200,-200,1107,1072,1299,1688,244,15830,127,525,-200,1
4945,-200,-200,1395,1315,1506,1954,239,15936,207,546,-200,1
4946,-200,-200,1342,1234,1432,1849,229,15958,178,579,-200,1
4947,-200,-200,1152,1021,1193,1633,221,16012,112,611,-200,1
4948,-200,-200,1128,1007,1188,1577,208,15898,108,656,-200,1
4949,-200,-200,1104,953,1162,1526,217,15630,94,608,-200,1
4950,-200,-200,1055,921,1106,1506,211,15505,85,628,-200,1
4951,-200,-200,904,836,1037,1467,207,15240,65,632,-200,1
4952,-200,-200,835,768,982,1416,212,15241,51,615,-200,1
4953,-200,-200,781,740,944,1412,203,15180,45,646,-200,1
4954,-200,-200,761,703,929,1391,202,15035,39,644,-200,1
4955,-200,-200,742,672,906,1377,201,15153,33,653,-200,1
4956,-200,-200,779,665,907,1370,199,15141,32,660,-200,1
4957,-200,-200,894,781,1013,1469,198,15145,54,664,-200,1
4958,-200,-200,927,795,1055,1476,204,15178,56,641,-200,1
4959,-200,-200,1034,880,1138,1538,216,15496,75,608,-200,1
4960,-200,-200,1217,1003,1250,1638,235,15553,107,545,-200,1
4961,-200,-200,1093,916,1165,1517,257,15105,84,466,-200,1
4962,-200,-200,1073,1025,1229,1588,266,15031,113,437,-200,1
4963,-200,-200,969,911,1168,1517,274,15056,83,418,-200,1
4964,-200,-200,777,814,1092,1446,274,15344,60,428,-200,1
4965,-200,-200,743,843,1109,1458,271,15255,67,433,-200,1
4966,-200,-200,777,823,1133,1449,269,15510,62,444,-200,1
4967,-200,-200,819,887,1192,1488,269,15538,77,444,-200,1
4968,-200,-200,1056,1015,1298,1619,247,15868,110,519,-200,1
4969,-200,-200,1481,1320,1524,1925,237,16074,208,556,-200,1
4970,-200,-200,1590,1336,1540,1929,227,16261,214,596,-200,1
4971,-200,-200,1211,992,1190,1587,219,15946,104,614,-200,1
4972,-200,-200,1052,911,1092,1506,220,15620,83,598,-200,1
4973,-200,-200,1000,890,1079,1522,205,15473,78,649,-200,1
4974,-200,-200,874,789,995,1432,198,15277,55,669,-200,1
4975,-200,-200,852,772,960,1431,184,14997,52,716,-200,1
4976,-200,-200,728,666,890,1323,189,14818,32,686,-200,1
4977,-200,-200,713,632,860,1322,178,14546,27,723,-200,1
4978,-200,-200,734,652,860,1326,171,14262,30,739,-200,1
4979,-200,-200,777,713,883,1351,177,14088,40,703,-200,1
4980,-200,-200,815,795,929,1373,171,13936,56,718,-200,1
4981,-200,-200,1002,1018,1100,1573,183,14044,111,675,-200,1
4982,-200,-200,1302,1299,1257,1864,185,14135,201,670,-200,1
4983,-200,-200,1542,1393,1402,1967,199,14193,236,617,-200,1
4984,-200,-200,1571,1324,1376,1886,229,14519,210,526,-200,1
4985,-200,-200,1614,1346,1374,1910,242,14586,218,490,-200,1
4986,-200,-200,1583,1355,1381,1931,258,14590,221,447,-200,1
4987,-200,-200,1285,1247,1282,1829,260,14731,182,445,-200,1
4988,-200,-200,1094,1124,1188,1655,271,14217,142,402,-200,1
4989,-200,-200,1113,1147,1227,1707,274,14318,149,398,-200,1
4990,-200,-200,1395,1328,1364,1898,289,14291,211,363,-200,1
4991,-200,-200,1620,1558,1531,2181,284,14251,303,375,-200,1
4992,-200,-200,1882,1805,1694,2523,260,14562,416,439,-200,1
4993,-200,-200,2006,1866,1723,2612,243,14860,447,496,-200,1
4994,-200,-200,1643,1331,1356,1925,233,14939,213,530,-200,1
4995,-200,-200,1239,979,1084,1539,226,14899,100,551,-200,1
4996,-200,-200,1121,936,1039,1499,212,14787,89,593,-200,1
4997,-200,-200,1012,875,1011,1446,206,14642,74,609,-200,1
4998,-200,-200,961,831,968,1425,200,14592,64,631,-200,1
4999,-200,-200,825,693,867,1335,197,14383,37,634,-200,1
5000,-200,-200,703,620,820,1270,208,14305,25,588,-200,1
5001,-200,-200,752,631,826,1280,178,14058,27,698,-200,1
5002,-200,-200,741,620,835,1260,188,14023,25,653,-200,1
5003,-200,-200,786,717,887,1334,176,13889,41,695,-200,1
5004,-200,-200,952,889,990,1450,174,13714,78,697,-200,1
5005,-200,-200,1601,1569,1511,2195,174,13783,308,701,-200,1
5006,-200,-200,1621,1465,1352,1998,185,13787,264,655,-200,1
5007,-200,-200,1622,1339,1337,1870,206,14054,216,585,-200,1
5008,-200,-200,1759,1373,1435,1910,239,14269,228,487,-200,1
5009,-200,-200,1666,1276,1377,1790,260,14499,193,438,-200,1
5010,-200,-200,1918,1559,1562,2130,286,14423,304,373,-200,1
5011,-200,-200,1525,1389,1358,1886,279,14029,234,380,-200,1
5012,-200,-200,1332,1212,1301,1717,284,14282,171,376,-200,1
5013,-200,-200,1183,1136,1255,1675,285,14329,146,373,-200,1
5014,-200,-200,1414,1340,1410,1841,308,13908,216,318,-200,1
5015,-200,-200,1680,1595,1578,2181,297,13546,319,331,-200,1
5016,-200,-200,2004,1782,1700,2403,270,14158,405,402,-200,1
5017,-200,-200,2094,1805,1778,2473,256,15390,416,475,-200,1
5018,-200,-200,1780,1402,1539,2018,239,16774,239,572,-200,1
5019,-200,-200,1640,1304,1409,1829,227,16582,203,608,-200,1
5020,-200,-200,1379,1077,1231,1580,218,15492,128,599,-200,1
5021,-200,-200,1139,928,1092,1470,224,15610,87,583,-200,1
5022,-200,-200,1001,850,1036,1411,217,15442,68,602,-200,1
5023,-200,-200,910,780,984,1377,212,15258,53,614,-200,1
5024,-200,-200,895,743,950,1377,193,15130,46,684,-200,1
5025,-200,-200,805,665,889,1310,198,14900,32,651,-200,1
5026,-200,-200,761,636,865,1285,200,14495,28,629,-200,1
5027,-200,-200,805,686,917,1304,183,14291,36,685,-200,1
5028,-200,-200,894,823,997,1395,181,14067,62,685,-200,1
5029,-200,-200,1439,1409,1433,1972,176,14057,242,705,-200,1
5030,-200,-200,1706,1596,1516,2183,183,14091,320,678,-200,1
5031,-200,-200,1756,1449,1528,2039,204,14470,258,612,-200,1
5032,-200,-200,1493,1186,1347,1713,225,14990,162,556,-200,1
5033,-200,-200,1567,1231,1392,1771,257,15070,177,464,-200,1
5034,-200,-200,1376,1195,1359,1784,268,15467,165,446,-200,1
5035,-200,-200,1399,1249,1391,1845,260,15414,183,464,-200,1
5036,-200,-200,1293,1137,1335,1729,263,15478,146,460,-200,1
5037,-200,-200,1348,1213,1402,1789,274,15811,171,439,-200,1
5038,-200,-200,1314,1216,1406,1772,296,14936,172,367,-200,1
5039,-200,-200,1507,1419,1527,1966,287,14486,246,373,-200,1
5040,-200,-200,1660,1476,1559,2022,257,14331,269,441,-200,1
5041,-200,-200,2143,1852,1840,2553,245,15022,440,495,-200,1
5042,-200,-200,1968,1573,1666,2195,233,15386,310,544,-200,1
5043,-200,-200,1490,1204,1336,1759,224,15449,168,579,-200,1
5044,-200,-200,1249,1014,1189,1553,227,15218,110,558,-200,1
5045,-200,-200,1265,1029,1226,1570,204,14758,114,624,-200,1
5046,-200,-200,1181,972,1171,1529,203,15063,99,642,-200,1
5047,-200,-200,954,762,1002,1385,214,15236,50,606,-200,1
5048,-200,-200,875,696,950,1375,203,15657,37,663,-200,1
5049,-200,-200,838,660,930,1321,209,15182,31,622,-200,1
5050,-200,-200,825,643,924,1329,199,15198,29,661,-200,1
5051,-200,-200,882,732,994,1400,198,15305,44,671,-200,1
5052,-200,-200,990,873,1089,1479,201,14967,74,644,-200,1
5053,-200,-200,1423,1280,1468,1899,197,15035,194,664,-200,1
5054,-200,-200,1823,1711,1696,2464,209,15226,371,624,-200,1
5055,-200,-200,1581,1357,1479,1937,225,15314,222,570,-200,1
5056,-200,-200,1500,1255,1425,1864,235,15241,185,534,-200,1
5057,-200,-200,1268,1116,1279,1668,247,14802,140,482,-200,1
5058,-200,-200,1230,1165,1319,1743,271,14405,155,409,-200,1
5059,-200,-200,1204,1172,1329,1739,259,14576,157,442,-200,1
5060,-200,-200,1205,1172,1327,1747,269,14555,157,418,-200,1
5061,-200,-200,1103,1075,1282,1651,272,14481,127,407,-200,1
5062,87,267,1195,1157,1342,1707,286,14468,153,376,29,0
5063,111,398,1618,1522,1623,2110,280,14370,288,385,54,0
5064,119,418,1637,1458,1576,2024,252,14464,261,458,53,0
5065,128,515,1876,1709,1747,2370,240,14892,371,506,67,0
5066,117,669,1959,1680,1757,2280,232,15296,357,547,7,0
5067,92,326,1477,1194,1331,1715,223,15219,165,571,28,0
5068,73,209,1210,1016,1182,1572,218,15036,110,582,17,0
5069,60,183,1160,1008,1162,1556,209,14923,108,613,17,0
5070,60,165,1116,964,1147,1517,206,14827,96,620,17,0
5071,53,111,974,836,1040,1423,203,14720,65,625,12,0
5072,47,67,820,688,920,1317,205,14771,36,621,7,0
5073,-200,-200,792,670,931,1326,187,14586,33,685,7,1
5074,43,88,839,731,954,1360,182,14498,44,703,8,0
5075,47,147,898,790,981,1390,182,14552,55,701,9,0
5076,50,279,1096,1009,1147,1589,182,14519,108,700,17,0
5077,81,665,1786,1578,1606,2205,194,14801,312,665,57,0
5078,75,592,1604,1424,1490,2033,195,14999,248,669,43,0
5079,87,557,1637,1409,1473,1984,211,15056,242,611,39,0
5080,128,693,1827,1539,1582,2141,232,15349,295,547,51,0
5081,105,530,1641,1323,1468,1913,244,15807,210,525,37,0
5082,101,412,1505,1285,1413,1883,264,15530,196,458,33,0
5083,100,366,1465,1331,1400,1916,277,14356,212,392,36,0
5084,98,344,1368,1238,1361,1805,280,14738,180,396,32,0
5085,98,339,1748,1311,1389,1845,287,14860,205,384,35,0
5086,98,297,1301,1167,1305,1690,285,15147,156,394,24,0
5087,90,294,1338,1275,1354,1799,284,15191,192,398,29,0
5088,84,211,1337,1296,1352,1846,264,15572,200,459,23,0
5089,101,323,1516,1327,1472,1895,252,15665,211,495,31,0
5090,98,333,1435,1256,1412,1797,249,15856,186,509,29,0
5091,76,163,1178,1061,1221,1615,246,15951,123,522,15,0
5092,71,151,1111,990,1230,1559,240,16049,103,544,15,0
5093,71,167,1112,961,1247,1569,238,16298,96,561,17,0
5094,66,174,1109,975,1217,1565,223,16080,99,606,16,0
5095,62,142,1072,923,1158,1519,219,15967,86,615,13,0
5096,58,155,1030,871,1150,1502,211,15940,73,645,14,0
5097,-200,-200,935,785,1061,1447,210,15828,54,644,9,1
5098,48,96,922,770,1062,1450,213,15951,51,639,9,0
5099,53,154,1054,890,1157,1549,208,16201,78,667,13,0
5100,55,211,1082,907,1167,1548,206,16210,82,675,13,0
5101,63,381,1365,1229,1403,1872,209,16165,176,663,29,0
5102,69,470,1497,1298,1453,1940,215,16186,201,637,32,0
5103,84,464,1540,1260,1455,1868,237,16238,187,560,34,0
5104,95,450,1554,1282,1512,1899,260,15980,195,482,36,0
5105,80,274,1252,1082,1331,1689,285,16286,130,424,23,0
5106,87,306,1455,1246,1472,1873,281,16957,182,453,31,0
5107,94,308,1339,1187,1430,1812,290,17309,162,439,33,0
5108,76,186,1062,1016,1264,1650,289,17392,110,443,19,0
5109,92,238,1266,1177,1378,1775,296,17248,159,423,26,0
5110,94,249,1223,1123,1377,1716,294,17308,142,429,27,0
5111,110,378,1469,1293,1527,1907,287,17468,199,451,37,0
5112,109,386,1553,1343,1573,1990,270,17928,217,512,38,0
5113,122,461,1689,1447,1674,2065,265,17966,257,527,48,0
5114,107,394,1387,1218,1455,1796,262,17334,173,517,35,0
5115,83,266,1139,1022,1242,1641,248,17447,112,564,22,0
5116,62,158,960,935,1181,1565,249,17367,89,560,15,0
5117,89,319,1293,1155,1468,1738,245,17433,152,575,34,0
5118,103,409,1357,1217,1520,1812,247,17438,172,569,37,0
5119,74,223,1103,1046,1203,1664,239,17327,119,592,2,0
5120,52,107,857,903,1096,1560,238,17515,81,602,14,0
5121,-200,-200,658,759,991,1440,235,17538,49,613,11,1
5122,38,50,549,686,941,1406,228,17507,36,640,-200,1
5123,39,56,627,695,952,1429,222,17355,37,656,7,0
5124,59,163,930,825,1082,1526,213,17275,63,691,12,0
5125,56,187,1001,886,1095,1574,213,17127,77,682,13,0
5126,51,150,917,826,1049,1521,222,17256,63,652,11,0
5127,51,103,834,795,1055,1494,241,17449,56,590,1,0
5128,58,143,796,767,1074,1489,243,18468,51,616,12,0
5129,68,220,1040,941,1229,1653,248,18351,90,596,19,0
5130,81,301,1110,952,1228,1622,245,17838,93,588,23,0
5131,73,214,836,807,1107,1546,210,18881,59,768,16,0
5132,69,162,704,732,1031,1476,198,17879,44,780,13,0
5133,81,232,773,804,1155,1510,194,17917,58,805,18,0
5134,82,254,811,841,1131,1531,196,17877,66,791,17,0
5135,71,224,848,890,1143,1578,208,17695,78,731,18,0
5136,81,247,892,915,1145,1586,211,17014,84,686,2,0
5137,87,334,992,910,1169,1563,211,16914,83,683,22,0
5138,72,239,950,905,1105,1576,212,16848,81,677,16,0
5139,63,168,882,817,1049,1517,208,16719,61,686,13,0
5140,63,185,883,844,1069,1527,208,16585,67,681,15,0
5141,63,178,892,838,1073,1549,207,16507,66,684,15,0
5142,55,132,836,817,1039,1502,201,16384,61,705,13,0
5143,52,135,837,811,1021,1502,202,15901,60,679,14,0
5144,32,39,498,536,825,1302,194,15663,14,704,5,0
5145,-200,-200,494,558,828,1304,188,15885,17,738,4,1
5146,29,33,507,576,847,1321,179,15795,19,777,4,0
5147,44,90,660,679,903,1385,182,15945,34,769,6,0
5148,53,164,902,865,1041,1486,186,15918,72,749,11,0
5149,62,336,1240,1267,1314,1888,196,15821,190,703,29,0
5150,68,366,1395,1416,1326,1971,202,15567,245,666,35,0
5151,85,565,1625,1444,1464,2049,197,15638,256,689,46,0
5152,88,536,1359,1213,1313,1789,192,16192,171,734,34,0
5153,82,416,1152,1058,1202,1623,200,16070,123,696,23,0
5154,91,379,1159,1155,1225,1738,211,15795,152,640,27,0
5155,87,368,1179,1248,1257,1837,202,15832,183,674,31,0
5156,90,444,1227,1217,1271,1810,202,16074,172,689,32,0
5157,97,352,1119,1120,1179,1667,219,14942,141,576,25,0
5158,99,375,1243,1248,1278,1814,232,14642,183,520,34,0
5159,109,479,1449,1429,1435,2072,217,15115,250,591,48,0
5160,95,448,1405,1356,1326,1966,208,14898,222,614,45,0
5161,80,388,1444,1335,1324,1920,199,14711,214,642,4,0
5162,76,376,1386,1185,1206,1751,197,14769,162,651,32,0
5163,62,224,1102,987,1052,1556,200,14672,103,633,19,0
5164,57,206,1041,934,1057,1525,190,14415,89,661,19,0
5165,57,143,881,833,952,1381,188,13032,65,609,13,0
5166,54,113,791,769,911,1340,189,13110,51,607,11,0
5167,50,93,796,742,898,1345,181,13430,46,652,1,0
5168,44,58,647,593,809,1277,183,13529,21,651,5,0
5169,-200,-200,716,616,823,1300,183,13952,24,669,6,1
5170,34,56,719,666,814,1311,178,13674,32,675,5,0
5171,44,105,733,705,857,1312,169,12772,39,667,8,0
5172,74,243,835,810,935,1356,178,12276,60,606,12,0
5173,101,492,1094,1110,1159,1650,176,12151,138,608,27,0
5174,103,435,1114,1141,1102,1594,179,11751,148,578,3,0
5175,-200,-200,903,917,979,1398,181,11645,84,564,-200,1
5176,-200,-200,914,941,998,1442,182,11547,90,559,-200,1
5177,-200,-200,872,911,962,1380,197,11148,83,491,-200,1
5178,-200,-200,860,957,985,1426,208,11126,95,458,-200,1
5179,-200,-200,959,1053,1043,1514,205,11000,121,460,-200,1
5180,-200,-200,814,875,929,1365,189,10927,74,506,-200,1
5181,-200,-200,827,898,946,1377,184,10832,80,516,-200,1
5182,-200,-200,804,894,955,1366,179,10711,79,526,-200,1
5183,-200,-200,906,1012,1004,1460,171,10503,109,542,-200,1
5184,-200,-200,958,1053,1037,1480,165,10455,121,562,-200,1
5185,-200,-200,1032,1140,1066,1577,167,10212,147,541,-200,1
5186,-200,-200,772,813,890,1274,154,10008,60,577,-200,1
5187,-200,-200,618,729,843,1219,155,9971,43,571,-200,1
5188,-200,-200,614,716,834,1205,156,9850,41,559,-200,1
5189,-200,-200,550,659,809,1161,148,9777,31,584,-200,1
5190,-200,-200,511,600,786,1132,148,9662,22,579,-200,1
5191,-200,-200,469,543,747,1100,146,9517,15,576,-200,1
5192,-200,-200,425,485,723,1065,146,9428,9,571,-200,1
5193,-200,-200,394,444,704,1050,144,9416,5,576,-200,1
5194,-200,-200,392,449,709,1055,145,9413,6,574,-200,1
5195,-200,-200,408,466,726,1066,143,9501,7,584,-200,1
5196,-200,-200,517,599,798,1141,147,9564,22,574,-200,1
5197,-200,-200,750,800,925,1272,143,9404,58,581,-200,1
5198,-200,-200,787,809,906,1272,140,9294,59,583,-200,1
5199,78,286,788,809,896,1257,154,9246,59,532,15,0
5200,72,281,760,776,882,1222,165,9289,53,499,12,0
5201,-200,-200,839,853,948,1283,174,9387,69,476,-200,1
5202,-200,-200,827,886,945,1307,180,9401,77,461,-200,1
5203,-200,-200,765,871,942,1314,179,9474,73,465,-200,1
5204,-200,-200,814,864,943,1297,174,9550,72,483,-200,1
5205,-200,-200,737,810,894,1258,160,9489,60,526,-200,1
5206,-200,-200,875,910,984,1348,153,10154,83,587,-200,1
5207,-200,-200,983,1022,1044,1454,152,9572,112,559,-200,1
5208,-200,-200,942,983,981,1370,148,9459,101,563,-200,1
5209,-200,-200,971,1001,1021,1415,147,9626,106,578,-200,1
5210,-200,-200,891,867,943,1314,148,9603,72,573,-200,1
5211,-200,-200,724,732,863,1207,149,9581,44,571,-200,1
5212,-200,-200,719,698,847,1174,152,9521,38,555,-200,1
5213,-200,-200,705,698,859,1189,153,9564,38,554,-200,1
5214,-200,-200,718,712,861,1197,151,9673,40,569,-200,1
5215,-200,-200,584,602,786,1123,150,9554,22,564,-200,1
5216,-200,-200,469,506,740,1074,149,9474,11,564,-200,1
5217,-200,-200,438,483,730,1065,152,9394,8,547,-200,1
5218,-200,-200,432,475,728,1061,151,9439,8,554,-200,1
